Timestamp for sample frequency every 15 min min, Temperature_Celsius,Relative_Humidity
2025-07-29 06:15:00,25.6,49.8
2025-07-29 06:30:00,25.7,49.7
2025-07-29 06:45:00,25.6,49.6
2025-07-29 07:00:00,25.6,49.5
2025-07-29 07:15:00,25.6,49.4
2025-07-29 07:30:00,25.6,49.3
2025-07-29 07:45:00,25.6,49
2025-07-29 08:00:00,25.5,48.8
2025-07-29 08:15:00,25.5,48.7
2025-07-29 08:30:00,25.5,48.6
2025-07-29 08:45:00,25.5,48.6
2025-07-29 09:00:00,25.5,48.5
2025-07-29 09:15:00,25.2,48.8
2025-07-29 09:30:00,24.5,50.7
2025-07-29 09:45:00,24.5,51
2025-07-29 10:00:00,24.1,52.3
2025-07-29 10:15:00,24,52.4
2025-07-29 10:30:00,24,52.4
2025-07-29 10:45:00,23.9,52.7
2025-07-29 11:00:00,23.9,53.3
2025-07-29 11:15:00,23.9,52.9
2025-07-29 11:30:00,24,52.2
2025-07-29 11:45:00,24,52.3
2025-07-29 12:00:00,24,51.6
2025-07-29 12:15:00,24,50.6
2025-07-29 12:30:00,24,50.5
2025-07-29 12:45:00,24.1,49.3
2025-07-29 13:00:00,24.2,49.4
2025-07-29 13:15:00,24.1,48.5
2025-07-29 13:30:00,24.1,48.7
2025-07-29 13:45:00,24.1,48.5
2025-07-29 14:00:00,24.2,48.5
2025-07-29 14:15:00,24.3,48.3
2025-07-29 14:30:00,24.4,48.1
2025-07-29 14:45:00,24.5,48.1
2025-07-29 15:00:00,24.5,47.7
2025-07-29 15:15:00,24.5,47.1
2025-07-29 15:30:00,24.6,46.6
2025-07-29 15:45:00,24.7,44.8
2025-07-29 16:00:00,24.7,43.7
2025-07-29 16:15:00,24.8,43.9
2025-07-29 16:30:00,24.9,43.1
2025-07-29 16:45:00,24.9,41.6
2025-07-29 17:00:00,25,41.8
2025-07-29 17:15:00,25,43.2
2025-07-29 17:30:00,25.1,44
2025-07-29 17:45:00,25.2,44.5
2025-07-29 18:00:00,25.3,44.6
2025-07-29 18:15:00,25.3,44.7
2025-07-29 18:30:00,25.3,44.8
2025-07-29 18:45:00,25.4,44.7
2025-07-29 19:00:00,25.4,44.8
2025-07-29 19:15:00,25.5,44.9
2025-07-29 19:30:00,25.5,44.8
2025-07-29 19:45:00,25.5,44.6
2025-07-29 20:00:00,25.5,44.5
2025-07-29 20:15:00,25.5,44.3
2025-07-29 20:30:00,25.5,44.1
2025-07-29 20:45:00,25.5,44.1
2025-07-29 21:00:00,25.4,44.2
2025-07-29 21:15:00,25.4,44.2
2025-07-29 21:30:00,25.3,44.2
2025-07-29 21:45:00,25.3,44.2
2025-07-29 22:00:00,25.3,44.5
2025-07-29 22:15:00,25.3,45.1
2025-07-29 22:30:00,25.2,45.3
2025-07-29 22:45:00,25.2,45.5
2025-07-29 23:00:00,25.2,45.5
2025-07-29 23:15:00,25.2,45.6
2025-07-29 23:30:00,25.2,45.5
2025-07-29 23:45:00,25.2,45.4
2025-07-30 00:00:00,25.1,45.4
2025-07-30 00:15:00,25.1,45.5
2025-07-30 00:30:00,25.1,45.6
2025-07-30 00:45:00,25.1,45.6
2025-07-30 01:00:00,25.1,45.5
2025-07-30 01:15:00,25.1,45.6
2025-07-30 01:30:00,25,45.6
2025-07-30 01:45:00,25,45.7
2025-07-30 02:00:00,25,45.8
2025-07-30 02:15:00,25,45.9
2025-07-30 02:30:00,24.9,46
2025-07-30 02:45:00,24.9,46
2025-07-30 03:00:00,24.9,46
2025-07-30 03:15:00,24.9,46
2025-07-30 03:30:00,24.9,45.9
2025-07-30 03:45:00,24.8,45.9
2025-07-30 04:00:00,24.8,45.9
2025-07-30 04:15:00,24.8,45.9
2025-07-30 04:30:00,24.8,46
2025-07-30 04:45:00,24.7,46.1
2025-07-30 05:00:00,24.6,46.1
2025-07-30 05:15:00,24.6,46.2
2025-07-30 05:30:00,24.5,46.3
2025-07-30 05:45:00,24.5,46.4
2025-07-30 06:00:00,24.4,46.4
2025-07-30 06:15:00,24.4,46.6
2025-07-30 06:30:00,24.5,46.4
2025-07-30 06:45:00,24.5,46.1
2025-07-30 07:00:00,24.5,46
2025-07-30 07:15:00,24.4,45.8
2025-07-30 07:30:00,24.4,45.5
2025-07-30 07:45:00,24.4,45.5
2025-07-30 08:00:00,24.4,45.5
2025-07-30 08:15:00,24.3,45.6
2025-07-30 08:30:00,24.3,45.9
2025-07-30 08:45:00,24.3,46
2025-07-30 09:00:00,24.2,47.1
